pathway	overlap_size	pathway_size	p-value (raw)	p-value	overlap_features (name)	overlap_features (id)	used_input_mzs
437.1901	C04654	M+HCOOK[1+]	-0.0035	(13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate	Arachidonic acid metabolism
352.2241	C04654	M[1+]	-0.0009	(13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate	Arachidonic acid metabolism
437.19	C04654	M+HCOOK[1+]	-0.0036	(13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate	Arachidonic acid metabolism
371.2448	C04654	M+H2O+H[1+]	0.0019	(13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate	Arachidonic acid metabolism
317.2115	C04654	M-H4O2+H[1+]	0.0004	(13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate	Arachidonic acid metabolism
366.2833	CE5703	M(S34)+H[1+]	0.0029	12(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
386.2645	CE5703	M+Na[1+]	-0.0021	12(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
318.2784	CE5703	M-HCOOH+H[1+]	-0.0008	12(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
386.2651	CE5703	M+Na[1+]	-0.0015	12(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
328.2624	CE5703	M-H4O2+H[1+]	-0.001	12(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
386.2637	CE5703	M+Na[1+]	-0.0029	12(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
364.281	CE5703	M+H[1+]	-0.0036	12(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
386.2642	CE5703	M+Na[1+]	-0.0024	12(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
386.2639	CE5703	M+Na[1+]	-0.0027	12(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
328.2602	CE5703	M-H4O2+H[1+]	-0.0032	12(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
386.2633	CE5703	M+Na[1+]	-0.0033	12(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
386.264	CE5703	M+Na[1+]	-0.0026	12(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
366.2833	CE5703	M(Cl37)+H[1+]	0.0015	12(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
318.2771	CE5703	M-HCOOH+H[1+]	-0.0021	12(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
365.2899	CE5703	M(C13)+H[1+]	0.0019	12(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
386.2635	CE5703	M+Na[1+]	-0.0031	12(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
386.2638	CE5703	M+Na[1+]	-0.0028	12(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
318.2768	CE5703	M-HCOOH+H[1+]	-0.0024	12(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
318.2782	CE5703	M-HCOOH+H[1+]	-0.001	12(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
318.2774	CE5703	M-HCOOH+H[1+]	-0.0018	12(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
402.2385	CE5703	M+K[1+]	-0.0016	12(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
328.2606	CE5703	M-H4O2+H[1+]	-0.0028	12(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
318.2777	CE5703	M-HCOOH+H[1+]	-0.0015	12(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
448.2437	CE5703	M+HCOOK[1+]	-0.0022	12(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
366.2833	CE5704	M(S34)+H[1+]	0.0029	15(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
386.2645	CE5704	M+Na[1+]	-0.0021	15(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
318.2784	CE5704	M-HCOOH+H[1+]	-0.0008	15(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
386.2651	CE5704	M+Na[1+]	-0.0015	15(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
328.2624	CE5704	M-H4O2+H[1+]	-0.001	15(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
386.2637	CE5704	M+Na[1+]	-0.0029	15(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
364.281	CE5704	M+H[1+]	-0.0036	15(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
386.2642	CE5704	M+Na[1+]	-0.0024	15(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
386.2639	CE5704	M+Na[1+]	-0.0027	15(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
328.2602	CE5704	M-H4O2+H[1+]	-0.0032	15(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
386.2633	CE5704	M+Na[1+]	-0.0033	15(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
386.264	CE5704	M+Na[1+]	-0.0026	15(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
366.2833	CE5704	M(Cl37)+H[1+]	0.0015	15(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
318.2771	CE5704	M-HCOOH+H[1+]	-0.0021	15(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
365.2899	CE5704	M(C13)+H[1+]	0.0019	15(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
386.2635	CE5704	M+Na[1+]	-0.0031	15(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
386.2638	CE5704	M+Na[1+]	-0.0028	15(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
318.2768	CE5704	M-HCOOH+H[1+]	-0.0024	15(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
318.2782	CE5704	M-HCOOH+H[1+]	-0.001	15(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
318.2774	CE5704	M-HCOOH+H[1+]	-0.0018	15(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
402.2385	CE5704	M+K[1+]	-0.0016	15(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
328.2606	CE5704	M-H4O2+H[1+]	-0.0028	15(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
318.2777	CE5704	M-HCOOH+H[1+]	-0.0015	15(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
448.2437	CE5704	M+HCOOK[1+]	-0.0022	15(S)-hydroxyarachidonylethanolamide	Prostaglandin formation from arachidonate
447.2355	CE5708	M+Na[1+]	0.0001	15-oxo-Prostaglandin E2 glyceryl ester	Prostaglandin formation from arachidonate
341.2931	CE5708	M-HCOOK+H[1+]	0.001	15-oxo-Prostaglandin E2 glyceryl ester	Prostaglandin formation from arachidonate
341.295	CE5708	M-HCOOK+H[1+]	0.0029	15-oxo-Prostaglandin E2 glyceryl ester	Prostaglandin formation from arachidonate
341.2927	CE5708	M-HCOOK+H[1+]	0.0006	15-oxo-Prostaglandin E2 glyceryl ester	Prostaglandin formation from arachidonate
381.2656	CE5708	M-CO2+H[1+]	0.002	15-oxo-Prostaglandin E2 glyceryl ester	Prostaglandin formation from arachidonate
341.294	CE5708	M-HCOOK+H[1+]	0.0019	15-oxo-Prostaglandin E2 glyceryl ester	Prostaglandin formation from arachidonate
463.2114	CE5708	M+K[1+]	0.0025	15-oxo-Prostaglandin E2 glyceryl ester	Prostaglandin formation from arachidonate
341.2924	CE5708	M-HCOOK+H[1+]	0.0003	15-oxo-Prostaglandin E2 glyceryl ester	Prostaglandin formation from arachidonate
379.2478	CE5708	M-HCOOH+H[1+]	-0.0002	15-oxo-Prostaglandin E2 glyceryl ester	Prostaglandin formation from arachidonate
379.2489	CE5708	M-HCOOH+H[1+]	0.0009	15-oxo-Prostaglandin E2 glyceryl ester	Prostaglandin formation from arachidonate
425.2563	CE5708	M+H[1+]	0.0029	15-oxo-Prostaglandin E2 glyceryl ester	Prostaglandin formation from arachidonate
341.2921	CE5708	M-HCOOK+H[1+]	0.0	15-oxo-Prostaglandin E2 glyceryl ester	Prostaglandin formation from arachidonate
341.2922	CE5708	M-HCOOK+H[1+]	0.0001	15-oxo-Prostaglandin E2 glyceryl ester	Prostaglandin formation from arachidonate
381.2633	CE5708	M-CO2+H[1+]	-0.0003	15-oxo-Prostaglandin E2 glyceryl ester	Prostaglandin formation from arachidonate
381.2618	CE5708	M-CO2+H[1+]	-0.0018	15-oxo-Prostaglandin E2 glyceryl ester	Prostaglandin formation from arachidonate
341.2942	CE5708	M-HCOOK+H[1+]	0.0021	15-oxo-Prostaglandin E2 glyceryl ester	Prostaglandin formation from arachidonate
425.2562	CE5708	M+H[1+]	0.0028	15-oxo-Prostaglandin E2 glyceryl ester	Prostaglandin formation from arachidonate
341.2928	CE5708	M-HCOOK+H[1+]	0.0007	15-oxo-Prostaglandin E2 glyceryl ester	Prostaglandin formation from arachidonate
381.2658	CE5708	M-CO2+H[1+]	0.0022	15-oxo-Prostaglandin E2 glyceryl ester	Prostaglandin formation from arachidonate
341.2926	CE5708	M-HCOOK+H[1+]	0.0005	15-oxo-Prostaglandin E2 glyceryl ester	Prostaglandin formation from arachidonate
341.2925	CE5708	M-HCOOK+H[1+]	0.0004	15-oxo-Prostaglandin E2 glyceryl ester	Prostaglandin formation from arachidonate
463.2108	CE5708	M+K[1+]	0.0019	15-oxo-Prostaglandin E2 glyceryl ester	Prostaglandin formation from arachidonate
312.2301	C04717	M[1+]	0.0	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
315.2309	C04717	M(S34)+H[1+]	-0.0023	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
371.1992	C04717	M+NaCl[1+]	0.0032	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
168.1145	C04717	M+H+Na[2+]	0.0012	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
314.2416	C04717	M(C13)+H[1+]	0.0008	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
296.2092	C04717	M-NH3+H[1+]	-0.0017	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
312.2273	C04717	M[1+]	-0.0028	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
312.228	C04717	M[1+]	-0.0021	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
312.2274	C04717	M[1+]	-0.0027	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
312.2282	C04717	M[1+]	-0.0019	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
312.2293	C04717	M[1+]	-0.0008	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
168.1143	C04717	M+H+Na[2+]	0.001	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
312.2294	C04717	M[1+]	-0.0007	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
312.2281	C04717	M[1+]	-0.002	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
312.2299	C04717	M[1+]	-0.0002	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
312.2271	C04717	M[1+]	-0.003	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
312.2285	C04717	M[1+]	-0.0016	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
312.2287	C04717	M[1+]	-0.0014	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
312.2295	C04717	M[1+]	-0.0006	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
296.2093	C04717	M-NH3+H[1+]	-0.0016	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
392.1699	CE5349	M+NaCl[1+]	-0.0025	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
336.2134	CE5349	M(Cl37)+H[1+]	0.0024	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
316.2031	CE5349	M-H2O+H[1+]	-0.0001	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
316.2018	CE5349	M-H2O+H[1+]	-0.0014	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
334.217	CE5349	M+H[1+]	0.0032	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
290.2222	CE5349	M-CO2+H[1+]	-0.0018	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
334.216	CE5349	M+H[1+]	0.0022	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
290.2239	CE5349	M-CO2+H[1+]	-0.0001	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
334.2151	CE5349	M+H[1+]	0.0013	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
306.217	CE5349	M-CO+H[1+]	-0.0018	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
316.2017	CE5349	M-H2O+H[1+]	-0.0015	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
262.1909	CE5349	M-C3H4O2+H[1+]	-0.0018	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
334.2149	CE5349	M+H[1+]	0.0011	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
352.2257	CE5349	M+H2O+H[1+]	0.0013	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
334.212	CE5349	M+H[1+]	-0.0018	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
290.2245	CE5349	M-CO2+H[1+]	0.0005	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
334.2163	CE5349	M+H[1+]	0.0025	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
352.2241	CE5349	M+H2O+H[1+]	-0.0003	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
334.2119	CE5349	M+H[1+]	-0.0019	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
298.1903	CE5349	M-H4O2+H[1+]	-0.0023	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
334.2156	CE5349	M+H[1+]	0.0018	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
306.2171	CE5349	M-CO+H[1+]	-0.0017	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
334.2125	CE5349	M+H[1+]	-0.0013	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
316.2013	CE5349	M-H2O+H[1+]	-0.0019	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
336.2097	CE5349	M(S34)+H[1+]	0.0001	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
317.1891	CE5349	M-NH3+H[1+]	0.0018	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
316.2012	CE5349	M-H2O+H[1+]	-0.002	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
290.2235	CE5349	M-CO2+H[1+]	-0.0005	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
334.2147	CE5349	M+H[1+]	0.0009	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
306.2167	CE5349	M-CO+H[1+]	-0.0021	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
316.2039	CE5349	M-H2O+H[1+]	0.0007	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
392.1726	CE5349	M+NaCl[1+]	0.0002	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
306.2166	CE5349	M-CO+H[1+]	-0.0022	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
288.2083	CE5349	M-HCOOH+H[1+]	-0.0001	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
290.2237	CE5349	M-CO2+H[1+]	-0.0003	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
317.1888	CE5349	M-NH3+H[1+]	0.0015	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
288.2085	CE5349	M-HCOOH+H[1+]	0.0001	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
306.2169	CE5349	M-CO+H[1+]	-0.0019	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
334.2168	CE5349	M+H[1+]	0.003	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
306.2159	CE5349	M-CO+H[1+]	-0.0029	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
290.225	CE5349	M-CO2+H[1+]	0.001	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
336.2097	CE5349	M(Cl37)+H[1+]	-0.0013	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
266.2242	CE5349	M-HCOONa+H[1+]	-0.0022	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
290.2221	CE5349	M-CO2+H[1+]	-0.0019	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
306.2163	CE5349	M-CO+H[1+]	-0.0025	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
334.2148	CE5349	M+H[1+]	0.001	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
402.2015	CE5349	M+HCOONa[1+]	0.0003	5-oxo-6E-12-epi-LTB4	Leukotriene metabolism
326.2443	CE4989	M-CO+H[1+]	-0.0008	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
286.2506	CE4989	M-HCOONa+H[1+]	-0.0021	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
356.2342	CE4989	M(Cl37)+H[1+]	-0.0031	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
282.2178	CE4989	M-C3H4O2+H[1+]	-0.0012	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
354.2372	CE4989	M+H[1+]	-0.0029	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
326.245	CE4989	M-CO+H[1+]	-0.0001	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
326.2432	CE4989	M-CO+H[1+]	-0.0019	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
326.2437	CE4989	M-CO+H[1+]	-0.0014	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
438.2019	CE4989	M+HCOOK[1+]	0.0005	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
336.2275	CE4989	M-H2O+H[1+]	-0.002	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
336.2271	CE4989	M-H2O+H[1+]	-0.0024	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
282.2192	CE4989	M-C3H4O2+H[1+]	0.0002	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
372.2517	CE4989	M+H2O+H[1+]	0.001	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
326.2464	CE4989	M-CO+H[1+]	0.0013	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
336.2277	CE4989	M-H2O+H[1+]	-0.0018	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
282.2195	CE4989	M-C3H4O2+H[1+]	0.0005	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
354.2393	CE4989	M+H[1+]	-0.0008	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
336.2293	CE4989	M-H2O+H[1+]	-0.0002	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
412.1981	CE4989	M+NaCl[1+]	-0.0006	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
438.2025	CE4989	M+HCOOK[1+]	0.0011	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
282.2198	CE4989	M-C3H4O2+H[1+]	0.0008	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
282.2196	CE4989	M-C3H4O2+H[1+]	0.0006	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
326.2434	CE4989	M-CO+H[1+]	-0.0017	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
310.2485	CE4989	M-CO2+H[1+]	-0.0018	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
356.2342	CE4989	M(S34)+H[1+]	-0.0017	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
310.2481	CE4989	M-CO2+H[1+]	-0.0022	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
356.2331	CE4989	M(S34)+H[1+]	-0.0028	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
376.2217	CE4989	M+Na[1+]	-0.0004	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
354.2377	CE4989	M+H[1+]	-0.0024	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
354.2426	CE4989	M+H[1+]	0.0025	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
282.2194	CE4989	M-C3H4O2+H[1+]	0.0004	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
336.2276	CE4989	M-H2O+H[1+]	-0.0019	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
336.2278	CE4989	M-H2O+H[1+]	-0.0017	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
310.2487	CE4989	M-CO2+H[1+]	-0.0016	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
286.2501	CE4989	M-HCOONa+H[1+]	-0.0026	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
326.2445	CE4989	M-CO+H[1+]	-0.0006	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
282.2201	CE4989	M-C3H4O2+H[1+]	0.0011	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
326.2467	CE4989	M-CO+H[1+]	0.0016	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
354.238	CE4989	M+H[1+]	-0.0021	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
336.2272	CE4989	M-H2O+H[1+]	-0.0023	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
318.2171	CE4989	M-H4O2+H[1+]	-0.0018	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
310.2484	CE4989	M-CO2+H[1+]	-0.0019	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
310.2486	CE4989	M-CO2+H[1+]	-0.0017	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
318.2174	CE4989	M-H4O2+H[1+]	-0.0015	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
326.2459	CE4989	M-CO+H[1+]	0.0008	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
326.246	CE4989	M-CO+H[1+]	0.0009	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
354.2381	CE4989	M+H[1+]	-0.002	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
310.2482	CE4989	M-CO2+H[1+]	-0.0021	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
282.2189	CE4989	M-C3H4O2+H[1+]	-0.0001	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
376.2256	CE4989	M+Na[1+]	0.0035	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
326.243	CE4989	M-CO+H[1+]	-0.0021	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
354.2376	CE4989	M+H[1+]	-0.0025	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
326.2462	CE4989	M-CO+H[1+]	0.0011	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
326.2452	CE4989	M-CO+H[1+]	0.0001	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
